Profile ID;Organisation;Location;Work Category;
38442;Seamonds Memorial Education Society For Rural Development;Karnataka, Bidar;Children - Education;
37020;Search;Karnataka, Bangalore;Children - Education;
6264;Search Years;Haryana;Children;
35140;Searsol Rajbari Nirmalyya;West Bengal, Raniganj;Environment , Medical - Research Centre;
20582;Seba O Sanskar;Orissa, Cuttack;Community Development;
34674;Sebagam Social Welfare Centre;West Bengal, Jalpaiguri;Social Welfare;
27232;Sebama Charitable Foundation;Tamil Nadu, Dharmapuri;Children - Education , Social Welfare;
35688;SECMOL: The Student's Educational and Cultural Movement of Ladakh;Jammu and Kashmir, Others;Education - Literacy;
9554;Secular Women Welfare Forum (regd.);Delhi, Delhi;Social Welfare;
31302;Secularistic Organisation For Tranformation;Tamil Nadu, Thiruvannamalai;Social Welfare , Social Welfare;
14652;Secure Giving;Maharashtra, Mumbai;;
23052;SECURE, Jaipur;Rajasthan, Jaipur;Social Welfare;
21758;Seebanika(women Training Institute);Orissa, Puri;Women;
34782;SEED (Society for Educational & Enironmental Development);West Bengal, Kolkota;Children - Education , Children - Street Children , Medical - Health;
30018;SEED FOUNDATION (social, economical and educational development foundation);Tamil Nadu, Pudukottai;Disabilities , Human Rights , Women - Widows;
28432;SEED(NGO)KARUR;Tamil Nadu, Karur;Community Development , Networks , Rural Development;
33490;SEED-Society for Each and Every Deprived;Uttar Pradesh, Lucknow;Social Welfare;
2064;SEED-SOCIETY FOR EDUCATION & ENTERPRISE DEVELOPMENT;Assam, Guwahati;Social Welfare;
36764;Seeda (Socio Economic Education Development Action);Karnataka, Bangalore;Social Welfare;
29492;SEEDS;Tamil Nadu, Nagapattinam;Environment;
10230;SEEDS India;Delhi, Delhi;Disaster Management;
30986;SEEK INDIA TRUST;Tamil Nadu, Thiruvannamalai;Children - Education , Community Development , Rural Development;
9556;Seeking Modern Application for Real Transformation;Delhi, Delhi;Social Welfare;
37260;Seema Nazareth Endowment for the Girl Child;Karnataka, Bangalore;Children - Education;
34122;Seemant Gramin Mahila Vikas Samiti;Uttaranchal, Others;Community Development , Rural Development , Women;
23392;Seemant Kisan Sahyog Sansthan;Rajasthan, Jaisalmer;Capacity Building , Community Development , Rural Development;
25418;Seethakathi Trust;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
22264;Sehyog (NGO);Punjab, Jallandhar;Children - Education , Social Welfare;
34082;sehyog sewa sanstha;Uttaranchal, Dehradun;Disabilities , Social Welfare;
9558;Sehyog Vikas Samiti;Delhi, Delhi;Children - Education;
41078;Seid;Kerala, Kalpetta;Children , Rural Development;
41112;Seira Asha Bhavan;Kerala, Kollam;Disabilities - Mentally - Challenged;
41122;Seirei Asha Bhavan Society;Kerala, Kollam;Disabilities - Mentally - Challenged;
9560;Select Book Publisherss;Delhi, Delhi;Social Welfare;
3576;Self Employed Women's Association (Sewa);Gujarat, Ahmedabad;Networks , Women;
9562;Self Employed Womens Association;Delhi, Delhi;Women;
11288;Self Employed Womens Association;Madhya Pradesh, Bhopal;Social Welfare , Social Welfare;
15972;Self Esteem Foundation For Disabled;Maharashtra, Mumbai, Powai;Business - NGO Products , Disabilities - Mentally - Challenged , Disabilities - Physically - Challenged;
32440;Self Help Association For Rural Education And Employment;Tamil Nadu, Vellore;Social Welfare , Social Welfare;
34916;Self Help Enterprise;West Bengal, Kolkota;Art and Culture , Empowerment , Women;
32120;Self Help Promotion for Health and Rural Development;Tamil Nadu, Trichy;Medical - Health , Microfinance , Rural Development;
30998;self liberation foundation trust;Tamil Nadu, Thiruvannamalai;Children - Education , Community Development , Disabilities - Physically - Challenged;
20932;Self Realisation Mission;Orissa, Keonjhar;Social Welfare;
40986;self reliance foundation;Kerala, Cochin;Donors , Social Welfare;
9564;Self Reliant Initiatives through Joint Action;Delhi, Delhi;Social Welfare;
30376;Selvi Trust;Tamil Nadu, Sivagangai;Family Welfare , Rural and Urban Development , Trusts;
31706;Selvum Educational & Charitable Trust;Tamil Nadu, Tirunelveli;Social Welfare , Social Welfare;
39936;Seminary Shramadana Sangha;Karnataka, Mangalore;Social Welfare;
29040;Sempatti Hill Initiators For Biological Development;Tamil Nadu, Madurai;Social Welfare , Social Welfare;
11182;Sendhwa Homoeopathic Education Society's;Madhya Pradesh, Bairasia;Children - Education , Social Welfare;
27534;Sendur Educational Trust;Tamil Nadu, Dindigul;Social Welfare , Social Welfare;
19224;Seng Samla Shnong Mawklot, Upper Shillong.;Meghalaya, Shillong;Business - Business Development Services , Self - Employment , Social Welfare;
13674;Senior Care International Foundation;Maharashtra, Mumbai, Andheri (W);Self Help Groups , Senior Citizens , Spiritual Development;
10232;Senior Citizen Helpline;Delhi, Delhi;Capacity Building , Senior Citizens , Social Welfare;
4708;Senior CItizens Association, Gotri;Gujarat, Baroda;Children , Health - Yoga;
36396;Senior Citizens Forum;Karnataka, Bangalore;Education - Literacy , Senior Citizens;
32844;Senior Citizens Speak;Uttar Pradesh, Agra;Empowerment , Senior Citizens , Social Welfare;
22410;Senior Citizens Welfare Association;Punjab, Patiala;Senior Citizens , Social Welfare;
11000;SENIORCITIZENS AND YOU;Delhi, Delhi;Children - Education , Senior Citizens , Social Welfare;
30400;SENSE;Tamil Nadu, Sivagangai;Children - Education , Health - Yoga , Women - Widows;
4126;Sense International (India);Gujarat, Ahmedabad;Children - Education , Disabilities - Hearing - Challenged , Disabilities - Visually - Challenged;
13752;Senseindia Foundation - Media Research and Education Forum;Maharashtra, Mumbai, Bandra (E);Children - Education , Media;
38336;Seon Ashram;Karnataka, Belthangady;Social Welfare;
38346;Seon Ashram Trust;Karnataka, Belthangady;Children - Education , Disabilities - Mentally - Challenged , Disabilities - Physically - Challenged;
40310;Sera Je Drati Educational and Cultural Society	Sera Je Monastery;Karnataka, Mysore;Social Welfare;
40312;Sera Jey Monastic University;Karnataka, Mysore;Children - Education;
40314;Sera Jhe Health Care Committee;Karnataka, Mysore;Medical - Health;
40316;Seraji School Association;Karnataka, Mysore;Children - Education , Trusts;
20830;Serango Christian Hospital;Orissa, Gajapati;Social Welfare;
27536;Serene Secular Social Service society;Tamil Nadu, Dindigul;Social Welfare , Social Welfare;
1534;Serenity Foundation;Andhra Pradesh, Secunderabad;De-addiction;
40318;Sermey Dratsang (sermey Monastary)	,;Karnataka, Mysore;Social Welfare;
40320;Sermey Thoesam School;Karnataka, Mysore;Children - Education;
37262;Seroc;Karnataka, Bangalore;Social Welfare;
1238;SERUDS;Andhra Pradesh, Kurnool;Children - Education , Human Rights , Women - Widows;
11522;Serv Samaj Sanskriti Seva Sangh;Madhya Pradesh, Bhopal;Social Welfare , Social Welfare;
39064;Serva dharma smashan abhiruddi sangha;Karnataka, Hubli;Capacity Building;
3528;Serva Sewa Karya Trust;Gujarat, Ahmedabad;Children - Education;
9566;Servants Of The People Society;Delhi, Delhi;Social Welfare;
32302;SERVE;Tamil Nadu, Vellore;Poor - Dying Destitutes , Social Welfare , Spiritual Development;
318;SERVE (Society for Education, Research & Vision of Expansion);Andhra Pradesh, East Godavari;Human Rights , Rural Development , Social Welfare;
20584;Serve India Laxminarayan Project No. 3609;Orissa, Cuttack;Community Development;
30652;Serve India Trust;Tamil Nadu, Tharagamapatti;Children - Education , Social Welfare;
30570;Serve Soceity;Tamil Nadu, Thakkalai;Social Welfare , Social Welfare;
846;Serve The Needy;Andhra Pradesh, Hyderabad;Children - Education , Children - Orphanages , Empowerment;
26868;Serve the Women and Poor Trust;Tamil Nadu, Coimbatore;Children - Education , Social Welfare;
1382;Serve Train Educate People's Society;Andhra Pradesh, Others;Medical - HIV / AIDs , Medical - Health , Medical - Reproductive Health;
35860;Serve-SEWA;Jharkhand, Hazaribagh;Agriculture , Capacity Building , Women;
25420;Service & Res. Foundation Of Asia On Family;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
26606;Service & Research Foundation of Asia on Family & Culture (SRFAFC);Tamil Nadu, Chennai;Family Welfare;
39488;Service Agency for rural Women and Children;Karnataka, Kolar (KGF);Children - Education;
26870;Service And Action Society;Tamil Nadu, Coimbatore;Social Welfare , Social Welfare;
29042;Service And Education For Village Awareness And Improvement;Tamil Nadu, Madurai;Children - Education , Social Welfare;
11032;Service and Research Foundation of Asia on Family and Culture;Delhi, Delhi;Children , Family Welfare , Youth;
26608;Service and Reserach Foundation of Asia on Family and culture (SERFAC);Tamil Nadu, Chennai;Children , Family Welfare , Holistic Development;
20934;Service Association For Rural Progress;Orissa, Keonjhar;Social Welfare;
19620;Service Centre For The Disabled;Orissa, Balangir;Children - Education;
9568;Service Civil International India;Delhi, Delhi;Social Welfare;
27538;Service For Humanity & Education;Tamil Nadu, Dindigul;Children - Education , Social Welfare;
31708;Service Initiative For Voluntary Action;Tamil Nadu, Tirunelveli;Social Welfare , Social Welfare;
30848;Service Of The Common Mass;Tamil Nadu, Thirumazhisai;Social Welfare , Social Welfare;
1004;Service Organisation for Urban and Rural Community Emancipation;Andhra Pradesh, Hyderabad;Rural and Urban Development , Self - Employment , Women;
29044;Service Organisation for Utilisation of Resources Care and Education;Tamil Nadu, Madurai;Social Welfare , Social Welfare;
37726;Service Society;Karnataka, Bangalore;Social Welfare;
21908;Service To Humanity Foundation;Orissa, Rourkela;Social Welfare;
19622;Serving Communities of Poverty Eradication(SCOPE);Orissa, Balangir;Social Welfare;
3648;Serving Friends Foundation;Gujarat, Ahmedabad;Disabilities - Visually - Challenged;
9570;Serving People In Need;Delhi, Delhi;Social Welfare;
30550;Servite Social Service Society;Tamil Nadu, Tanjore (Thanjavur);Social Welfare , Social Welfare;
25996;Servites of the Poor;Tamil Nadu, Chennai;Children - Orphanages;
17244;Sesame Workshop;Maharashtra, Others, Others;Children - Education;
25998;SET Anne's School of Excellence;Tamil Nadu, Chennai;Children - Education;
12152;Seth Mannoolal Das Trust Hospital;Madhya Pradesh, Jabalpur;Social Welfare , Social Welfare;
14216;Seth Ranchhoddas Chaturbhuj Cutchiloan Balashram;Maharashtra, Mumbai, Chinchpokli;Children;
9572;Seth Sunder Lal Jain Charitable Hospital;Delhi, Delhi;Social Welfare;
17860;Seth Tarachand Ramnath Charitable Ayurvedic Hospital Trust;Maharashtra, Pune;Family Welfare , Medical - Services;
4984;Setu Centre;Gujarat, Bhuj-Kutch;Disaster Management;
4796;Setu Charitable Trust;Gujarat, Bharuch;Children - Education , Environment , Rural and Urban Development;
16766;SETU-A Conscious Parents Forum;Maharashtra, Nagpur;Children - Child Guidance Clinic , Empowerment , Support Groups;
30410;Setwin Society For Comm Eduand Eco Dev;Tamil Nadu, Soolagiri;Social Welfare , Social Welfare;
1050;seva;Andhra Pradesh, Karimnagar;Education - Literacy , Rural and Urban Development , Social Welfare;
40534;seva;Karnataka, Raichur;Business - NGO Products , Children - Education , Self - Employment;
514;seva;Andhra Pradesh, Guntur;Rural Development , Self - Employment;
2396;Seva Ashram;Bihar, Patna;Children;
37604;Seva Bharatha Rural Development Trust;Karnataka, Bangalore;Children , Rural Development , Women;
39938;Seva Bharathi;Karnataka, Mangalore;Social Welfare;
27162;Seva Bharathi, Hosur;Tamil Nadu, Dharmapuri;Social Welfare , Social Welfare;
9574;Seva Bharati;Delhi, Delhi;Children - Education;
38546;Seva Bharati Trust;Karnataka, Chamrajnagar;Social Welfare;
5702;SEVA BHARTI MANDAL;Gujarat, Rajpipla;Agriculture , Business - Business Development Services , Children - Slums;
31108;SEVA CHARITY FOUNDATION;Tamil Nadu, Thiruvannamalai;Children , Education - Literacy , Environment;
13858;Seva Dhan Foundation;Maharashtra, Mumbai, Bandra (W);De-addiction;
978;SEVA Free and Confidential Counseling Centre;Andhra Pradesh, Hyderabad;Family Welfare , Medical - Mental Health;
23832;Seva Mandir;Rajasthan, Udaipur;Rural Development , Social Welfare , Sustainable Development;
1048;seva ngo;Andhra Pradesh, Karimnagar;Children , Self Help Groups , Slum Development;
112;Seva Niketan;Maharashtra, Mumbai, Byculla (E);Support Groups;
26338;Seva Niketan Trust;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
30772;Seva Nilayam Society;Tamil Nadu, Theni;Medical - Services , Social Welfare;
3064;Seva Nitketan;Chhattisgarh, Raipur;Social Welfare , Social Welfare;
7044;Seva Oasis;Delhi, Delhi;Social Welfare;
26340;Seva Priya;Tamil Nadu, Chennai;Children - Education , Social Welfare;
26062;Seva Rural Development Society  - SRDS;Tamil Nadu, Chennai;Empowerment , Rural Development , Women;
37456;Seva Sadan;Karnataka, Bangalore;Social Welfare;
11290;Seva Sadan Eye Hospital Trust;Madhya Pradesh, Bhopal;Social Welfare , Social Welfare;
14718;Seva Sadan Society;Maharashtra, Mumbai, Gamdevi;Women;
39726;Seva Sadana;Karnataka, Mandya;Social Welfare , Trusts;
39724;Seva Sadana;Karnataka, Mandya;Trusts;
17876;Seva Sahayog;Maharashtra, Pune;Microfinance;
14470;Seva Sahayog Foundation;Maharashtra, Mumbai, Dadar (W);Capacity Building , Support Groups;
21850;Seva Samaj;Orissa, Rayagada;Social Welfare;
20586;Seva Samiti;Orissa, Cuttack;Social Welfare;
12794;seva sanstha;Maharashtra, Aurangabad;Education - Literacy , Environment , Media;
39022;Seva Trust For The Blind;Karnataka, Haveri;Children - Education;
38058;Seva Vahini Trust;Karnataka, Batkal;Social Welfare;
35036;Seva Vrata District Level Youth Organisation;West Bengal, Murshidabad;Children - Education;
36802;Seva-in-Action;Karnataka, Bangalore;Disabilities;
940;Sevabharathi;Andhra Pradesh, Hyderabad;Community Development , Slum Development;
14138;Sevadaan Special School;Maharashtra, Mumbai, Chembur;Disabilities - Mentally - Challenged;
17444;Sevadham Trust;Maharashtra, Pune;Children - Slums , Medical - HIV / AIDs , Medical - Leprosy;
21402;Sevak;Orissa, Nayagarh;Social Welfare;
12432;Sevak sang;Madhya Pradesh, Shivpuri;Disabilities , Networks , Women;
16356;Sevak Trust;Maharashtra, Mumbai, Vile Parle (W);Medical - Kidney , Trusts;
26000;sevalaya;Tamil Nadu, Chennai;Children - Education , Children - Orphanages , Senior Citizens;
25840;Sevalaya - Chennai;Tamil Nadu, Chennai;Children - Education , Social Welfare;
29500;Sevalaya - Nagapattinam;Tamil Nadu, Nagapattinam;Social Welfare;
28524;Sevalayam - Kotagiri;Tamil Nadu, Kotagiri;Social Welfare;
24416;Sevaman Trust;Tamil Nadu, Chennai;Disabilities - Physically - Challenged , Empowerment , Trusts;
35850;Sevarth Nyas Parishad;Jharkhand, Godda;Rural Development , Self - Employment , Self Help Groups;
37458;Sevasadana Koramangala;Karnataka, Bangalore;Social Welfare;
25422;Seve Chakra;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
28288;Seventh Day Adventist English High School;Tamil Nadu, Kanyakumari;Children - Education , Children - Education;
26640;Seventh Day Adventist English Matriculation School;Tamil Nadu, Chidambaram;Children - Education , Children - Education;
31710;Seventh Day Adventist English School;Tamil Nadu, Tirunelveli;Children - Education , Children - Education;
24370;Seventh Day Adventist English School;Tamil Nadu, Chengalpattu;Children - Education , Children - Education;
24212;Seventh Day Adventist English School;Tamil Nadu, Arcot;Children - Education , Children - Education;
24124;Seventh Day Adventist English School;Tamil Nadu, Arcot;Children - Education , Children - Education;
30590;Seventh Day Adventist High School;Tamil Nadu, Thakkalai;Children - Education , Children - Education;
29046;Seventh Day Adventist High School;Tamil Nadu, Madurai;Children - Education , Children - Education;
28512;Seventh Day Adventist High School;Tamil Nadu, Kotagiri;Children - Education , Children - Education;
29048;Seventh Day Adventist Matriculation Higher Secondary School;Tamil Nadu, Madurai;Children - Education , Children - Education;
28460;Seventh Day Adventists English School;Tamil Nadu, Karur;Children - Education , Children - Education;
28602;Seventh Day Adventure English School;Tamil Nadu, Madurai;Children - Education , Children - Education;
26872;Seventh Day Advertist English School;Tamil Nadu, Coimbatore;Children - Education , Children - Education;
9576;Sevgram Vikas Sansthan;Delhi, Delhi;Social Welfare;
7304;Sewa Ashram;Delhi, Delhi;Education - Literacy , Medical - Services , Microfinance;
2698;Sewa Bharati;Chandigarh, Chandigarh;Children;
11580;Sewa Bharati Gandhi Ashram;Madhya Pradesh, Bhopal;Social Welfare , Social Welfare;
3006;Sewa Bhavan Hospital Society;Chhattisgarh, Mahasamund;Social Welfare , Social Welfare;
3632;SEWA Gram Mahila Haat;Gujarat, Ahmedabad;Art and Culture , Rural Development , Women;
9578;Sewa International;Delhi, Delhi;Social Welfare;
22340;Sewa Punjab India;Punjab, Ludhiana;Social Welfare , Social Welfare;
11252;Sewa Sadan Eye Hospital;Madhya Pradesh, Bhopal;Medical - Epilepsy , Medical - Health;
22248;Sewa Sadan Leporsy Colony;Punjab, Gurdaspur;Social Welfare , Social Welfare;
4288;Sewa Sahyog Trust - Child Guidance Clinic (CGC);Gujarat, Baroda;Children , Disabilities;
37264;Sewa Samuha Society Daughters of Church;Karnataka, Bangalore;Social Welfare;
22352;sewa sanbhal foundation;Punjab, Malerkotia;Children - Street Children , Disabilities - Physically - Challenged , Education - Literacy;
37554;Sewa Sangama;Karnataka, Bangalore;Social Welfare;
39684;Sewa Sangama Trust;Karnataka, Kundapur;Social Welfare;
12496;Sewadham Ahsram;Madhya Pradesh, Ujjain;Community Development , Social Welfare;
900;sewah foundation;Andhra Pradesh, Hyderabad;Community Development , Right to Information ( RTI ) , Rural and Urban Development;
1768;Seya Foundation;Andhra Pradesh, Visakhapatnam;Children - Early Intervention , Children - Education , Disabilities - Mentally - Challenged;
40906;Seyyid Madani Chtble Trust;Karnataka, Ullal;Children - Education;
37766;Sfs Publications;Karnataka, Bangalore;Social Welfare;
36798;Sgr Technical And Educational Society;Karnataka, Bangalore;Social Welfare;
33362;SGVSS;Uttar Pradesh, Lakhimpur(Kheri);Education - Literacy , Education - Literacy , Vocational Training , Vocational Training;
2818;Sh Swami Kvivikananda Kusta Mukta Ashram;Chhattisgarh, Bhilai;Social Welfare , Social Welfare;
9580;Sh Virendra Nath Jamna Das Chaudhary Trust	-;Delhi, Delhi;Social Welfare;
7046;Sh. Mukhtiar Singh Smarti Siksha Samiti;Delhi, Delhi;Children - Education;
38606;Sh. Pushpa Parickapillyil Charitable Trust;Karnataka, Chikmangalur;Social Welfare;
2882;Sh. Ramayan Mela Samiti;Chhattisgarh;Social Welfare , Social Welfare;
22740;sh.kashav Educationl sansthan,rajasthan;Rajasthan, Bharatpur;Children - Education , Education - Literacy , Rural and Urban Development;
39490;Shabana Welfare Association;Karnataka, Kolar (KGF);Social Welfare;
25856;Shabanam Resources (SR) - Early Rain Foundation;Tamil Nadu, Chennai;Children - Education;
26272;shabnam resources;Tamil Nadu, Chennai;Children , Networks , Youth;
7048;Shadman Home;Delhi, Delhi;Social Welfare;
7050;Shafa Home;Delhi, Delhi;Social Welfare;
2334;SHAFQUAT EDUCATIONAL SOCIETY;Bihar, Others;Animal Welfare - Cows , Children - Education , Youth;
5162;Shah Education & Medical Foundation;Gujarat, Jamnagar;Children - Education , Social Welfare;
35768;Shah-Hamdan Welfare Trust;Jammu and Kashmir, Srinagar;Medical - Health;
14262;Shahani Trust, The;Maharashtra, Mumbai, Churchgate;Social Welfare , Social Welfare;
19760;Shahara;Orissa, Balasore;Social Welfare;
11404;Shaheed Hemu Kalani Educational Society;Madhya Pradesh, Bhopal;Children - Education , Social Welfare;
528;Shaheen Women Resource & Welfare Association;Andhra Pradesh, Hyderabad;Human Trafficking , Legal Aid , Women;
2956;Shahid Gundadhur Foundation;Chhattisgarh, Jagdalpur;Afforestation , Agriculture , Empowerment;
35032;Shahid Khudiram Pathagarh;West Bengal, Murshidabad;Children;
23470;Shahid Rajesh Kumar Yuva Kisan Samiti;Rajasthan, Jhunjhunu;Youth;
16972;Shahnas Safety and traffic Supporters;Maharashtra, Navi Mumbai;Environment;
12600;SHAHREIN;Maharashtra, Ahmednagar;Communal Harmony , Consumer Rights , Social Welfare;
33030;Shail Hastkala Vikas Samiti;Uttar Pradesh, Barabanki;Business - NGO Products , Children - Education , Women;
5950;SHAILESH PATEL CORPORATION;Gujarat, Surat;Business - Business Development Services , Business - International Trade , Self - Employment;
4302;Shaishav School;Gujarat, Baroda;Children;
40762;Shakthi;Karnataka, Tumkur;Social Welfare;
27786;Shakthi Nagar Rotary Club Trust;Tamil Nadu, Erode;Social Welfare , Social Welfare;
40322;Shakthidhama;Karnataka, Mysore;Social Welfare;
7422;Shakti Foundation (NGO);Delhi, Delhi;Children - Slums , Medical - HIV / AIDs , Social Welfare;
16190;Shakti Organisation;Maharashtra, Mumbai, Sion (W);Medical - Alternative Therapies , Women;
12806;Shakti Sahakar Sevabhavi Sanstha;Maharashtra, Aurangabad;Community Development , Rural and Urban Development , Self - Employment;
9582;Shakti Shalini;Delhi, Delhi;Children - Education;
21852;Shakti Social Cultural And Sporting Organisation(sscso);Orissa, Rayagada;Social Welfare;
16346;Shakti Solution;Maharashtra, Mumbai, Vile Parle (W);Rural Development , Self - Employment , Spiritual Development;
23810;Shakti Yuwa Seva Samiti;Rajasthan, Udaipur;Social Welfare;
4426;Shaktikrupa Charitabale Trust;Gujarat, Baroda;Children - Education , Social Welfare;
12428;shaktishali mahila sangthan samiti;Madhya Pradesh, Shivpuri;Children , Medical - Health;
22004;Shakuntala Bidyadhar Trust;Orissa, Sambalpur;Community Development;
12446;Shakuntala Parmarth Samiti;Madhya Pradesh, Shivpuri;Social Welfare , Social Welfare;
35796;SHAKUNTALAM;Jharkhand, Daltanganj;Social Welfare;
39492;Shakunthala Foundation;Karnataka, Kolar (KGF);Social Welfare;
39494;Shalem Trust;Karnataka, Kolar (KGF);Social Welfare;
25424;Shalinghur Development Trust;Tamil Nadu, Chennai;Social Welfare , Social Welfare;
1832;shalivahana chareitable trust;Andhra Pradesh, Warangal;Children - Street Children , De-addiction , Empowerment;
1834;shalivahana charitable trust;Andhra Pradesh, Warangal;Children - Child Guidance Clinic , Community Centre , Rural and Urban Development;
19762;Shalom;Orissa, Balasore;Community Development;
37266;Shalom Biblical Baptist Church;Karnataka, Bangalore;Children - Education , Trusts;
31514;Shalom Charitable Educational Social Developmental Society;Tamil Nadu, Tindivanam;Children - Education , Social Welfare;
30610;Shalom Foundations;Tamil Nadu, Thakkalai;Children - Education , Social Welfare;
37268;Shalom Ministries;Karnataka, Bangalore;Trusts;
18836;SHALOM PRATHNOPCHAR MINISTRIES;Maharashtra, Thane;Social Welfare;
17426;Shalom Social Foundation;Maharashtra, Pune;Children , Community Development , Medical - Health;
3274;shalomlife ministries trust;Goa, Panaji;Children - Slums , Media , Social Welfare;
18276;shalvi shikshan sansatha.;Maharashtra, Satara;Disabilities - Mentally - Challenged , Social Welfare , Women;
16548;shama foundation;Maharashtra, Mumbai - Vasai;Children , Vocational Training , Women - Widows;
37270;Shamala Vidya Vardak Sangh;Karnataka, Bangalore;Children - Education;
19442;Shamatore Community Development Project;Nagaland, Tuensang;Children - Education , Social Welfare;
23648;Shambrosys Plantation;Rajasthan, Kota;Animal Welfare - Cows , Art and Culture , Environment;
33096;shamsi payami anjuman hind society;Uttar Pradesh, Etawa;Communal Harmony , Education - Literacy , Social Welfare;
7052;Shamsul Uloom Society;Delhi, Delhi;Children - Education;
19324;Shan Women Society;Nagaland, Dimapur;Social Welfare , Social Welfare;
39940;Shanathi Sandesha Trust;Karnataka, Mangalore;Social Welfare;
38784;Shaniversanthe Parish Society	-;Karnataka, Gadag;Social Welfare;
37430;Shankara Foundation;Karnataka, Bangalore;Social Welfare;
30192;Shanmuga Medical Research Foundation Trust;Tamil Nadu, Salem;Children - Education , Social Welfare;
20274;Shanta Memorial Rehabilitation Centre;Orissa, Bhubaneshwar;Social Welfare;
36188;Shantha Jeeva Jyothi;Karnataka, Bangalore;Social Welfare;
29050;Shanthi Ashram;Tamil Nadu, Madurai;Social Welfare , Social Welfare;
41114;Shanthi Bhavan Home for the Destitute;Kerala, Kollam;Social Welfare;
38786;Shanthi Medical And Rehabilitation Centre;Karnataka, Gadag;Social Welfare;
32070;Shanthi Memorial Educational and charitable Trust;Tamil Nadu, Trichy;Social Welfare , Social Welfare;
28510;Shanthi Neethi Kendra;Tamil Nadu, Kotagiri;Children - Education , Social Welfare;
28290;Shanthi Nilayam;Tamil Nadu, Kanyakumari;Children - Education , Social Welfare;
37742;Shanthi Seva Sadan;Karnataka, Bangalore;Children - Education , Social Welfare;
28542;Shanthi Street Kids;Tamil Nadu, Krishnagiri;Children;
24126;Shanthigram-kandipadu;Tamil Nadu, Arcot;Social Welfare , Social Welfare;
32526;Shanthigramam- Kandipetu;Tamil Nadu, Vellore;Social Welfare , Social Welfare;
31422;Shanthimalai Handicraft Development Society;Tamil Nadu, Thiruvannamalai;Children - Education , Social Welfare;
31304;Shanthimalai Research & Development Trust;Tamil Nadu, Thiruvannamalai;Social Welfare , Social Welfare;
626;Shanthiniketan;Andhra Pradesh, Hyderabad;Social Welfare;
26874;Shanti Ashram;Tamil Nadu, Coimbatore;Social Welfare , Social Welfare;
13826;Shanti Avedna Sadan;Maharashtra, Mumbai, Bandra (W);Medical - Cancer;
2582;Shanti B.H.Prashikshan Kendra;Bihar, Patna;Medical - Health , Rural and Urban Development , Social Welfare;
12040;Shanti Bal Mandir;Madhya Pradesh, Indore;Social Welfare , Social Welfare;
38608;Shanti Bhavan;Karnataka, Chikmangalur;Social Welfare , Trusts;
28544;Shanti Bhavan Children's Project;Tamil Nadu, Krishnagiri;Children - Early Intervention , Children - Education , Children - Slums;
18546;Shanti Bhawan;Maharashtra, Thane;Senior Citizens;
21870;Shanti Bhawan;Orissa, Rourkela;Social Welfare;
1220;Shanti Education Society;Andhra Pradesh, Kurnool;Children - Education;
33814;shanti jan sewa samiti;Uttar Pradesh, Pratapgrah;Children - Early Intervention , Communal Harmony , Environment - Asbestos Dangers;
7452;Shanti Kaushal Foundation;Delhi, Delhi;Children , Children - Education;
35152;Shanti Kunj;West Bengal, Siliguri;Holistic Development , Social Welfare , Women - Widows;
12226;Shanti Mahila Grah Udyog Coop Society;Madhya Pradesh, Khargone;Social Welfare , Social Welfare;
22834;Shanti Maitri Mission;Rajasthan, Bikaner;Social Welfare;
6554;Shanti Mukund Hospital Anand Vihar;Delhi, Delhi;Medical - Health;
18934;Shanti Niketan Bhagni;Maharashtra, Thane;Senior Citizens;
40590;Shanti Niketan Charitable Society;Karnataka, Shimoga;Social Welfare , Trusts;
11430;Shanti Niketan Mahila Kadnay Samiti;Madhya Pradesh, Bhopal;Social Welfare , Social Welfare;
38788;Shanti Nilaya Family Helper Project;Karnataka, Gadag;Social Welfare , Trusts;
24214;Shanti Nilayam;Tamil Nadu, Arcot;Social Welfare , Social Welfare;
37272;Shanti Nilayam Benedictine Sister's Society;Karnataka, Bangalore;Social Welfare;
38930;Shanti Sadan College Hostel;Karnataka, Gulbarga;Social Welfare;
38932;Shanti Sadan Girls Hostel;Karnataka, Gulbarga;Children - Education , Social Welfare;
4802;Shanti Sadan Society;Gujarat, Bharuch;Children - Education , Community Development;
33114;shanti samaj sevi samiti;Uttar Pradesh, Farrukabad;Agriculture , Education - Literacy , Family Welfare;
33606;SHANTI SIKASH SANSTHAN;Uttar Pradesh, Lucknow;Animal Welfare , Children , Education - Literacy;
22432;Shanti Swarup Memorial Educational Society;Punjab, Ropar;Children - Education , Children - Education;
33238;SHANTI-PREM SANSTHA;Uttar Pradesh, Hastinapur;Animal Welfare , Education - Literacy , Vocational Training;
29524;Shantidan;Tamil Nadu, Nagercoil;Social Welfare , Social Welfare;
7054;Shantidhara;Delhi, Delhi;Social Welfare;
1754;Shantidhara Social Service Society;Andhra Pradesh, Visakhapatnam;Children - Education , Women;
2408;shantidoot;Bihar, Patna;Disabilities - Physically - Challenged , Medical - HIV / AIDs , Self - Employment;
31078;Shantimalai Trust;Tamil Nadu, Thiruvannamalai;Children - Education , Social Welfare;
